C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_31_123.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_31_123.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_31_123.jpg, 0, 0, 0, 16.69264
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_31_371.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_31_371.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_31_371.jpg, 0, 0, 0, 16.56287
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_31_476.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_31_476.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_31_476.jpg, 0, 0, 0, 17.03845
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_31_584.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_31_584.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_31_584.jpg, 0, 0, 0, 17.00339
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_31_690.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_31_690.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_31_690.jpg, 0, 0, 0, 16.44494
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_31_797.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_31_797.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_31_797.jpg, 0.3188343, 0, 0, 16.88624
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_31_926.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_31_926.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_31_926.jpg, 0.7060925, 0, 0, 16.04844
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_32_023.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_32_023.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_32_023.jpg, 1, 0, 0, 16.23263
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_32_142.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_32_142.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_32_142.jpg, 1, 0, 0, 16.09934
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_32_249.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_32_249.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_32_249.jpg, 1, 0, 0, 15.54335
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_32_376.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_32_376.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_32_376.jpg, 0.6427469, 0, 0, 15.66483
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_32_501.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_32_501.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_32_501.jpg, 0.2775896, 0, 0, 15.61241
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_32_625.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_32_625.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_32_625.jpg, 0, 0, 0, 15.58213
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_32_746.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_32_746.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_32_746.jpg, 0, 0, 0, 16.16277
C:\Users\Geral\Desktop\simulador\IMG\center_2019_05_16_17_06_32_851.jpg, C:\Users\Geral\Desktop\simulador\IMG\left_2019_05_16_17_06_32_851.jpg, C:\Users\Geral\Desktop\simulador\IMG\right_2019_05_16_17_06_32_851.jpg, -0.3266657, 0, 0, 15.57016
